userName,score,at,content
Tubagus Chaerul,4,2022-02-17 03:11:14,"Fitur-2nya bagus banget ya,enak di pandang nyaman di perasaan saya!"
suparno,5,2022-02-17 03:10:04,Bantu saya untuk dapat vaksin untuk dapat tiket vaksin ke 3
rudi haposah harahap,5,2022-02-17 03:02:23,Mntap
harry astrianto,5,2022-02-17 03:01:09,Semoga Indonesia terbebas dari pandemi covid
Mohamad Sodik,5,2022-02-17 03:00:38,.good
Tiny Rosmayanti,1,2022-02-17 03:00:31,Mau klain sertifikat vaksin aja susah banget masuknya😤
Bambang Alri Yanto,5,2022-02-17 03:00:31,Selalulah yang terbagus
Mohamad ali Zs,4,2022-02-17 03:00:23,Sangat membantu
Yuda Taka,2,2022-02-17 02:55:48,"Saya sudah vaksin pertama dan kedua, tapi kenapa di aplikasi hanya sertifikat vaksin pertama saja yang muncul? Padahal saya perlu kedua sertifikat tersebut untuk perjalanan luar negeri, kemana saya bisa mengajukan agar sertifikat saya dapatkan??"
Marsup Jmb,5,2022-02-17 02:54:58,Sangat baik
Ahmad Alfarisi Haslan,5,2022-02-17 02:52:42,Mantap
Nur Yanto,4,2022-02-17 02:51:39,Semoga jd kebaikan buat orang banyak
Yohannes Maryadi,5,2022-02-17 02:50:55,Bagus
Bayu Te Molla,5,2022-02-17 02:50:53,Good
S W,5,2022-02-17 02:48:00,Bagus..
Ady ady,5,2022-02-17 02:46:53,Sangat membantu
Yata Ziliwu,5,2022-02-17 02:45:48,Ok
Marzuki 93,3,2022-02-17 02:41:45,"Tanggal 8 ANTIGEN saya positif dan malemnya keluar hasilnya di aplikasi ini, tanggl 15 saya PCR dan hasil negatif tapi belum juga berubah hasilnya diaplikasi padahal udah 2 harii"
Elkhany Elly,5,2022-02-17 02:41:36,Baik dan bermanfaat
Pur Purwanto,5,2022-02-17 02:40:13,Menyenangkan
Indy Yhs,5,2022-02-17 02:39:42,Mantap
Dhenty herlangga Fazhriin,5,2022-02-17 02:37:42,Good
ahmad tajudin,5,2022-02-17 02:36:43,Semoga membantu anda
andy agus,3,2022-02-17 02:35:05,"11 Feb 2022 kmrn hasil sy positif, tp tdk dihubungi sama sekali oleh pihak KEMENKES, meski sy bergejala ringan, namun kan kondisi keuangan gk stabil gini bth obat dan vitamin juga"
Novri Syamsudin,5,2022-02-17 02:34:29,Sangat membantu
Amarulloh Amar,1,2022-02-17 02:32:15,Aneh aneh
Ece Suryana,5,2022-02-17 02:31:12,Ko gabisa di pembarui
ANISA NOVIANA,5,2022-02-17 02:25:09,Bermanfaat dgn kondsi yg skrg..kita bisa leluasa masuk k area2 dgn mnggunakn scan aplksi ini..
Rudi Telly,5,2022-02-17 02:24:59,Oke
Febiansemuel Semuel,5,2022-02-17 02:20:18,...maaf...saya mau tanya apa perlu astrazineka... di vaksi yang ke 3...???
All Videos,4,2022-02-17 02:19:11,Ok
Harmiadi Pangek,2,2022-02-17 02:17:50,"Ribet ketika mau mengisi tgl lahir harus kembali jauh,apa gak bisa untuk tgl lahirnya tinggal ketik aja."
Christian Sihombing,4,2022-02-17 02:15:40,Ok
Anik SetyaN,2,2022-02-17 02:14:26,Aplikasinya nggak jls setiap mau chek-in selalu gagal
Andrian Agustiawan,1,2022-02-17 02:12:16,Sertifikat vaksin ke 2 kok ga muncul2 ya. Vaksin ke dua udah dari Agustus pdhl
REGEN PANGAU,5,2022-02-17 02:10:35,Terima kasih
Wisnu Aji Putra,5,2022-02-17 02:08:03,Ok
Lana 92,4,2022-02-17 02:07:13,"Aku daftar vaksin dari lama tapi jadwal nya gak dapet2 lama banget loh, heran kan banyak keperluan biar makanya vaksin, ini malah gak dapet2 vaksin nya heran"
Addin Aje,2,2022-02-17 02:04:09,"Aplikasi suka check in sendiri,begitu mau check out nggak bisa.😠😠😠"
Deden Adendi,5,2022-02-17 02:03:57,Mantap ....sangat membantu dengan adanya peduli lindungi ini....
Dskam PlingN25,1,2022-02-17 02:03:38,Ga guna
Asep Solihin,5,2022-02-17 02:03:38,Rekomendasi
Anak Palembang,1,2022-02-17 02:03:14,sehat dari kita sendiri
Daffa Renaldy,1,2022-02-17 02:01:39,Gk bisa daftarp ulang faksin gara2 faksin kedua di tolak kelurahan gmna ini
Yulianti Suparni,5,2022-02-17 02:00:13,Bagus. Salam sehat dan bahagia selalu. Gbu
Fadhila Jumiatun,5,2022-02-17 01:57:31,Ok
Komang Jacky,1,2022-02-17 01:55:22,Aplikasi buruk menyusahkan
Hanung Tri Hanggoro,5,2022-02-17 01:54:31,Iya Keren Dah Pokoknya👍🏽
nick je,5,2022-02-17 01:53:42,Good
Yeni Anjayani,5,2022-02-17 01:52:43,Aplikasi Peduli lindungi oooook!!!!!
Rudy Zaiman,5,2022-02-17 01:52:23,Mantap
Aji Sabda Fauzi,1,2022-02-17 01:52:09,"Yang pegang aplikasini ini siapa sih? Sya udh complain di puter2, ceritanya saya Mau flight per tanggal 14 dan di ambil lah sample buat PCR di tanggal 12 nya dengan hasil negatif di tanggal 13, berangkat lah 2 hari dari 14 sd 15 februari kmrn, stlh brs dtg d tgl 15 kmrn ssya coba ambil sample lg antigen karena buat jaga2 tkt2 bw penyakit ke rumah, dan hasilnya Negatif jg tp knp d akun peduli lindungi saya munculnya status positif? Ada apa dengan pedulinlindungi?"
Saldi Januar93,5,2022-02-17 01:52:01,good
Dian Lestari,5,2022-02-17 01:50:17,Bagus
Idkuspv01 Mamang,5,2022-02-17 01:49:44,ini
Maria Ary Ratri,5,2022-02-17 01:47:15,Bagus
Ahmad Cahyo Triadi,5,2022-02-17 01:46:07,bagus
Ika Irani,5,2022-02-17 01:42:19,Sangat membantu
Zervina Imatunnisa,1,2022-02-17 01:41:03,Tidak bisa klaim sertifikat vaksin :)
Ani Family,1,2022-02-17 01:38:10,Harus sering2 update ..
kak cantik hendra,5,2022-02-17 01:35:04,Selalu update
Adi Kurniawan,1,2022-02-17 01:33:17,"Aplikasi yg suatu saat nanti bakalan jdi gk guna, & sekarang pun gk guna. covid sebenarnya gk ada. Knapa apa² jdi di persulit, pulkam harus pke ini itu test pcr/swab ini itu gk guna, udh tau sehat walafiat malah di kasih bahan² kimia ke tubuh, gblk. Flu burung Flu Babi ketawa melihat ini"
Masrur Rosyid,1,2022-02-17 01:33:04,Jelek
Lili Ramadhan,5,2022-02-17 01:31:20,Lebih mudah dan cepet
Isak Hawuhaba,1,2022-02-17 01:30:55,"Tambah ribet,pembaruan bukannya tambah mudah,mlah bikin ribet,nilai 000"
rio rahman,5,2022-02-17 01:30:21,Sangat membantu untuk cek vaksin
B G,1,2022-02-17 01:29:27,Aturannya sudah berubah. Tapi aplikasi belum sesuai aturan baru. namanya ngerjain rakyat. Nyusahin rakyat. Tolong segera adaptasi aturan baru.
Bang Yos,5,2022-02-17 01:27:05,👍
Alezta Revi,5,2022-02-17 01:26:58,Sip bgt
Supriyadi,5,2022-02-17 01:25:25,Bermanfaat
wahyudin udin,5,2022-02-17 01:22:53,Sangat membantu
Yuri O4p,2,2022-02-17 01:22:05,"Payaaaa nihh..... Udah vaksin,udah masukin data dlll.tpi gk ada srtfktnya....sttusnya masih merahhhh....."
Mei Tanjung,1,2022-02-17 01:15:40,"Applikasi nya susah dibuka. Lama banget mesti restart dulu. Banyak Bug. Padahal sinyal aman, hp juga android terbaru. Kominfo sama Kemenkes cari app developernya yang serius dong, pake faberhost aja app developer profesional sekalian."
Saep Puloh,1,2022-02-17 01:15:34,Saya perbaharui malahan identitas sertivikat nya ga ada alasan tdk tersedia
Muhammad Helmi,5,2022-02-17 01:15:12,Ok
Septian tian,5,2022-02-17 01:15:10,Baguuss
Halimah Halimah,5,2022-02-17 01:14:14,👌
Ketut Sumarjaya,4,2022-02-17 01:14:12,Sangat membantu 🙏🏻🙏🏻
Aprianto _Rez,2,2022-02-17 01:11:26,Parah banget banyak bugnya nyusahin orang mau masuk kantor di bikin lama
Ivan Geganas,4,2022-02-17 01:09:49,Ok
made suantika,5,2022-02-17 01:09:47,Good
Ikhwana Arifin,5,2022-02-17 01:09:43,"Terimakasih aplikasi ny sudah benar kembali,"
kusuma wardoyo,5,2022-02-17 01:09:14,Mantap
FBI Channel,1,2022-02-17 01:06:05,Masih ngebug
Widiyarno,1,2022-02-17 01:05:15,"Sekarang mau pergi² ke tujuan harus pake aplikasi ini, tp aplikasinya aja sering error. Minta di upgrade udah dituruti malah tambah error."
MOMO SUPONO,5,2022-02-17 01:04:56,Sangat bagus
Nur Ali,4,2022-02-17 01:03:40,Dengan aplikasi ini mari kita semua hentikan coronavirus diasesed COVID .19
Rohmat Pratama,5,2022-02-17 01:02:11,Jos
Sardean Hareja Dean,5,2022-02-17 00:59:47,👍
Dewi Kusmiati,5,2022-02-17 00:58:41,👍
Agum gumilar Gumilar,5,2022-02-17 00:57:32,GOOD
rudianto kasmadi,4,2022-02-17 00:56:41,Mantap
Keo Reinhartama,3,2022-02-17 00:54:31,Saya mohon untuk waktunya jangan diberi hanya dua menit saja karna aplikasi ini loadingnya sangat lama mungkin bisa lebih dr dua menit karna klo dua menit saja semua orang akan merasa kesusahan untuk mendaftar ke aplikasi ini hanya ini kekurangan nya
Faishol Qudsiyyah,5,2022-02-17 00:54:20,mantap
Amat Sugiri,5,2022-02-17 00:53:14,Informatif
Rian Rusmana,2,2022-02-17 00:53:08,Tidak bisa scan mau kemanapun jadi susah
Barngbarang Barang,1,2022-02-17 00:47:18,Payah g bisa kebuka
A 5 ep Sulaiman,4,2022-02-17 00:45:30,Mantapp
Mbah Kumis,5,2022-02-17 00:43:36,Bermanfaat jg menghibur
Henry Sunaryo,5,2022-02-17 00:42:16,Ok
Melda Gloria Manurung,5,2022-02-17 00:39:26,"Aplikasi ini keren sekali, menyimpan status vaksinasi user utk kepentingan syarat2 berkegiatan di luar... menginfokan data2 n lokasi terdampak covid, pengguna jd waspada... Setiap orang wajib downloaddd... ☝"
Darsono Sony,3,2022-02-17 00:38:43,Apl tidak bisa dibuka
Irawati situmorang Irawati,5,2022-02-17 00:33:52,Mantap
Riyadi S,5,2022-02-17 00:30:23,mantap
fransiska Olivia maskur,5,2022-02-17 00:27:29,Best
Desma Lia,4,2022-02-17 00:25:24,"Di apliksi peduli lindungi ku kok gx ada tiket vaksin ke 3 ya,cuma ada nympe 2 aja,udh di update berkali kali tetep gx muncul tiket vaksin ke 3 nya"
Hasan 85,1,2022-02-17 00:20:58,Apa ini aplikasi lalod. Cari tanggal lahir susah.chachenya juga susah. Popoknya g praktis ini aplikasi
Mukhammad Husen,5,2022-02-17 00:18:24,baik
Sun Jiani,4,2022-02-17 00:13:46,Apk ini sanggat penting untuk menjaga kesehatan kita
aura jbr,1,2022-02-17 00:12:42,Susah di donlot muyer terus.
Kholidil Asadil alam,5,2022-02-17 00:11:57,Oke
DIDI ARFANDI,5,2022-02-17 00:11:41,siip
Paidi Jogja,5,2022-02-17 00:11:12,Sampai saat ini baik2 saja
Beni Salma,5,2022-02-17 00:10:28,Mantap✊
Agus Mawan,5,2022-02-17 00:10:15,Sangat memuaskan
Muhamad Hidayat,5,2022-02-17 00:09:33,Mudah digunakan
Hardiko,5,2022-02-17 00:08:59,"terus berkarya, agar aplikasi makin baik"
Permadi Senior,5,2022-02-17 00:06:52,Mantaps
Febe Heryati,5,2022-02-17 00:06:42,Maaf saya gaptex di pencet kok ilang peduliLindung.nya.
ji baong,5,2022-02-17 00:04:31,Aplikasi bagus
Mirya Zebua,5,2022-02-17 00:04:21,Bagus
Asep Rahmat,5,2022-02-16 23:59:56,"Mau cek sertifikasi ko susah,"
dedefitri ayulestari,4,2022-02-16 23:56:56,Good
Rofina Lita,5,2022-02-16 23:56:17,Sangat relevan dan memuaskan
Sinta Pittaloka,5,2022-02-16 23:55:15,👌
David gunawan,5,2022-02-16 23:55:14,Bagus
Kunto Kuntadi,5,2022-02-16 23:54:03,Bagus gampang di gunakannya
Ruslan Setiawan,5,2022-02-16 23:49:13,Goodjob
Narsim Doank,5,2022-02-16 23:47:18,Ok
Meyliana Denysa,2,2022-02-16 23:44:17,"Utk update ke positifnya lama jd mau klaim obat jadi tertunda. Kemudian setelah masuk daftar hitam saya lihat kasus update di aplikasi ini pada statistik covid yg tertulis update per hari ini, kasus di lingkungan saya tinggal 0 padahal kluarga saya postif tp tidak terdeteksi. Jd nya hasil statistik ini update atau tidak ya? Kurang meyakinkan."
Aris Muhamad,5,2022-02-16 23:42:09,Mantap
TITIK TERANG,1,2022-02-16 23:40:25,Ok
Ikhsan Mutaqin Bayu,1,2022-02-16 23:38:43,"Woy kuntul kenapa ulasan saya di hapus mulu ngentit, Terimakasih BUMN telah membuat aplikasi ini yang sangat berguna ini untuk keluarga saya sangat dilindung oleh aplikasi ini, BUMN ibu bapak kamu sangat bangga pada mu terimakasih BUMN Kuntul. Kamu paling terbaik BUMN i love you"
Ryans VH,1,2022-02-16 23:36:14,Kbnyakan ufdate
Dickiss,5,2022-02-16 23:23:30,sangat membantu
Ferlin Arya,5,2022-02-16 23:21:01,"Sesama manusia harus saling berbagi dan saling membantu ,menolong dan salig melindungi"
Drajat Sulistia,5,2022-02-16 23:20:42,Ok
Darent Nathan setiyawan,5,2022-02-16 23:16:18,Bagus gamya
Ahmad Hadi,1,2022-02-16 23:16:03,Aplikasi buat daftar/login lemot banget 🥴
Kecong Boy,5,2022-02-16 23:13:46,Pahit
Agus Indri,1,2022-02-16 23:12:43,Saya kasih bintang 1 tiap hari oke
abdul rohim,1,2022-02-16 23:11:21,Setelah update sertifikat vaksin tidak bisa di tampilkan. Mohon developer di perbaiki lagi. Tanpa sertifikat itu kita tidak bisa membuktikan sudah vaksin 1 dan 2 atau belum
EKO SETIAWAN,5,2022-02-16 23:07:10,Ikut
Adaba Channel,2,2022-02-16 22:59:14,"Buruk, tidak lancar untuk check in. Apalagi jika blm jam kerja lebih sering buffering. Sebelum jam 6 pagi sulit check in"
Anies Sanjaya,5,2022-02-16 22:58:25,Ni mantap
Hafizh Rizki,5,2022-02-16 22:51:15,Bagus
Musa Sonda,5,2022-02-16 22:46:28,Ok sangat membantu sekali
Irin Sumantri,5,2022-02-16 22:38:19,Mantaf
Komariah Baladroh,1,2022-02-16 22:35:43,Minta di update terus😈
Belut Wakwaw,1,2022-02-16 22:27:57,B s n s Covid sampai aplikasi
Ari Aditya,2,2022-02-16 22:25:36,"Tolong untuk penulisan tanggal di sederhana kan,,,bisa langsung diketik tahun lahirnya,nggk harus digeser , memperlambat"
Hendra Widodo,5,2022-02-16 22:24:22,Sangay membantu
Silvi Vifi,1,2022-02-16 22:23:24,Abis perbaruhi error di instal ulang malah tambah gk bisa!!!payah !!!
Bagus Galih,5,2022-02-16 22:17:56,Disiplin prokes
Gung Ngurah Ajus Bali,2,2022-02-16 22:14:43,Mantappp
Achmad Rochim,5,2022-02-16 22:05:28,Ok ini buktinya
Tjang Mukmin Mukmin,5,2022-02-16 22:01:12,Ok
Ida Umi . K,5,2022-02-16 21:55:40,Memberikan kemudahan kami
ATTAR GANZZ,5,2022-02-16 21:38:31,Ok
Novi Yanti,5,2022-02-16 21:38:20,Oke
Ton Martono,1,2022-02-16 21:36:43,"Vaksin sangat bermanfaat meningkatkan imun, sehat selalu."
Sumardi di Di,4,2022-02-16 21:28:45,Baik
indah nita,5,2022-02-16 21:08:32,Baik
Rusdiana Zakaria,5,2022-02-16 20:41:05,Bagus
Muhamad Rifai,5,2022-02-16 20:36:26,Bagus aplikasi nya...
Indra Lesmana,5,2022-02-16 20:22:35,Top
Ali Yong,5,2022-02-16 20:15:15,Sangat bagus
Achmad Santoso,5,2022-02-16 20:10:49,"sudah bisa digunakan Alhamdulillah,semoga lancar jaya"
Zainul Arifin,4,2022-02-16 20:00:37,Sangat bagus
Alwi Wi,5,2022-02-16 19:58:40,Gujdu
Mul Yanto,3,2022-02-16 19:44:57,Udah test lab rekomendasi tapi hasilnya ga masuk2 nih aplikasi. Udah ke layanan lab nya infony udah di input tapi ga masuk2. Kecewa
Heri Wahjoedi,5,2022-02-16 19:42:52,Membantu informasi zona rawan covid
Alvionita Ara putri anugrah,5,2022-02-16 19:22:42,Mantap
Muqarrobin M,2,2022-02-16 19:18:17,"Tgl 8 Februari saya postif, dan tgl 16 saya sudah swab dan hasilnya negatif.. kenapa sampe sekarang belum juga terupdate hasil yg negatif? Kalo seperti namanya menganggu aktivitas seseorang"
jhon_fery official,1,2022-02-16 18:43:59,Gk jlass
Jaka Martono,5,2022-02-16 18:42:17,Ga bs cek setelah ikut swab
M Sakti,3,2022-02-16 18:40:14,Baik baik saja
Riyan Diastono,1,2022-02-16 18:34:10,"Sudah Vaksin ke tiga booster, tapi sertificate belum keluar, teman saya vaksin pagi hari malamnya sertificat sudah keluar. mau claim sertificate saja gagal terus, katanya tanggal tidak valid sama recaptha salah, tolong dong perbaikannya, sertificat mau di kumpulkan ke kantor kerja."
Ahmad Haryanto,5,2022-02-16 17:57:10,Alhamdulillah berkat apk peduli Lindungi masyarakat terbantu dalam perjalanan
Murdi Anto,5,2022-02-16 17:49:22,Sangat membantu rakyat
nanang saprudin,5,2022-02-16 17:39:36,Saya sangat puas dengan layañananya
Al Isa,5,2022-02-16 17:34:53,Okey 👍🏻🙏👍🏻🙏
Kentung Gendut,5,2022-02-16 17:26:48,Ok
Julius Julius,5,2022-02-16 17:25:54,Ok
Ratih Setiawati,5,2022-02-16 17:20:20,Terima kasih peduli lindungi
Min Tarsih,1,2022-02-16 17:14:05,"Kenapa saya tidak bisa mendownload apk ini🤦 selalu tertunda,,, kuota masih banyak pakai wifi pun juga sma tertunda,,,"
Cahyudi Stefanus,3,2022-02-16 17:09:33,Untuk membuat akun saya kesulitan
Ade Adinata,5,2022-02-16 17:07:03,okok
Ahmad Daerobi,1,2022-02-16 17:06:03,Selalu tidak dapat mendownload aplikasi ini
Sakinah Arsita,5,2022-02-16 17:03:42,bentuk kesadaran sebagai anak bangsa
Osab Aha,5,2022-02-16 17:01:49,Baguuus bgt.
Sopi an,5,2022-02-16 16:57:17,Ok
Mas Tedd,5,2022-02-16 16:55:50,Mantap👍🏻
Emi Kusnita,1,2022-02-16 16:48:34,Ntr apkikasi apa lgi sangat menyusahkan hidup manusia.semoga REZIM ini cepat dapet ganjaran.Amin
Hermawati Wati,4,2022-02-16 16:46:39,Sangat membantu
player no skills,1,2022-02-16 16:44:36,Gak suka
Hafizah Fitri,1,2022-02-16 16:42:19,"45% bermanfaat ,,,, cuma menuhi penyimpanan hp wkwkwkw...... Keuntungannya tu bisa masuk mall dan pergi ke tempat umum... Thank you!"
Riyan Hermawan,3,2022-02-16 16:36:59,Nice
Regina Cloting,5,2022-02-16 16:18:01,Akurat dan memuas kan
Jimmy,1,2022-02-16 16:12:07,Apk ngaco tgl 9-2-2022 cek antigen positif dan di tgl 15-2-2022 cek lagi hasil negatif tetapi di apk hasil tes covid tidak berubah menjadi negatif. Tolong yg punya apk diperbaiki
DJR kuproy,4,2022-02-16 16:06:44,Saya juga kemaren sudah PCR dan sudah negatif tapi di pedulu lindunginya masih ajja positif bingung
Septiyanti nurfajar,1,2022-02-16 16:06:33,Gacocok nama peduli lindungi gabisa bantu sama sekali. Sertifikat vaksin saya belom keluar juga!!! SAYA GAK BISA KERJA!!!! TANGGUNG JAWAB BIAYAIN SEKOLAH ADIK-ADIK SAYA!!! . Padahal rumah sakit sudah 3 kali kirim data saya tapi gini ya. Saya mengutuk orang2 yg tidak bertanggung jawab terhadap pekerjaannya!!! Semoga yg saya rasakan dapat dirasakan kalian!!!
Nazwar Iskandar,5,2022-02-16 16:01:11,Sangat membantu
Alfa Rizki,5,2022-02-16 15:59:25,Ok
Yanti Irda,5,2022-02-16 15:56:54,Sangat terbantu
Richardus Galmin,4,2022-02-16 15:54:02,Sangat membantu saat bepergian keluar daerah.
Sulton Andriono,2,2022-02-16 15:51:01,k3$6。3不1到他。 （ 5
Samsul J5 pro,3,2022-02-16 15:47:12,Bagus
Anas Teguh,5,2022-02-16 15:43:36,Ok
Suratno Ratno,4,2022-02-16 15:41:05,Membantu
Dwiki Rizki,2,2022-02-16 15:40:35,Mohon dibuatkan cara menolak orang yang berusaha masuk dan menggunakan akun saya. beberapa kali saya dapat kode permintaan masuk akun. Dri whatsapp dan pesan masuk. Mohon diarahkan bagaimana menolaknya. Terima kasih
Jenni Roslianthi,1,2022-02-16 15:35:59,Tidak update
Rosli Malau,5,2022-02-16 15:35:45,Memudahkan
al zakka,1,2022-02-16 15:33:58,Jelas2 udah kedaftar ada sertifikat giliran nunggu dosis3 gak biaa klaim sertifikat ngulang gt terus sampe salah teros padahal udah bener semua data ku
nila mentari,5,2022-02-16 15:31:12,yyy
Naziati Ainun,1,2022-02-16 15:26:11,Hasil pcr saya negatif dan hasil antigen saya itu salah input yg positif pdhl hsl saya negatif dan saya ga bs ketempat umum krn msh hitam. Saya tdk ada riwayat covid. Bagaimana merubahnya
Arifin Sambas,5,2022-02-16 15:24:40,Membantu proses persaratan
Edy Chandra,5,2022-02-16 15:16:48,Good ................................
Ikbalmudiansyah Mudiansyah,5,2022-02-16 15:15:39,Menyenangkan semakin bermanfaat
ADI PURWANTO,5,2022-02-16 15:15:28,Sangat membantu
Izyan arham Abdia,5,2022-02-16 15:11:46,Sangat membantu untuk kesehatan keluarga.
Sahida S,4,2022-02-16 14:59:07,Oke
Andi Marmar,5,2022-02-16 14:58:43,Okey
Ida Saadah,5,2022-02-16 14:58:19,Iya bagus
Upi Hayati,1,2022-02-16 14:57:29,Apk tolol gak
Bunda Alika,5,2022-02-16 14:56:20,Mempermudah akses....
Agunsa Channel,5,2022-02-16 14:53:58,Semoga lebih akurat dan jujur sesuai fakta. Sehingga masyarakat makin terbantu dengan informasi yg valid
Rara Santang,5,2022-02-16 14:53:29,mantap zoss..
Cah Mblegedhes,2,2022-02-16 14:53:28,"Ga tau lagi mesti ngomong gimana ! Hanya bisa check in saja, untuk selang beberapa jam sudah tidak bisa check out, setelahnya aplikasi akan menginap selamanya, entahlah... Ya Allah ampuni hambamu ini"
Ucin Herfin,5,2022-02-16 14:52:38,Dengan aplikasi peduli lindungi tidak usah lahi baya sertipikat kemana man
mawar diana,5,2022-02-16 14:52:15,Alhamdulillah saya tau sertivikat vaksin
Atin Hasanah,2,2022-02-16 14:50:22,"Masukan ya, utk captcha diganti ke hitungan saja atau captcha ketik huruf angka.. krn setiap mau klaim sertifikat vaksin, selalu dianggap ""captcha salah"" pdahal sudh tercentang hijau.. dan berakibat hingga sampai sekarang tidak bisa klaim sertifikat vaksin.."
Titik Suharti,5,2022-02-16 14:48:20,Cepat tanggap
yadi,1,2022-02-16 14:45:39,"Infonya bisa saat offline atau tidak ada paket data tapi kenyataannya tidak bisa sama sekali,gak guna nih apk saat paket data tidak."
Bolang Tegal,5,2022-02-16 14:45:28,Mantappp
Endi Pranata,4,2022-02-16 14:45:24,Aplikasi bagus tp sayang masih bikin ribet
Dheni kalsel 87,5,2022-02-16 14:34:54,Oke banget aplikasinya
olivia and evelyn olivia,5,2022-02-16 14:31:02,Good sekali
Dede Nasrudin,5,2022-02-16 14:30:48,Sungguh membantu
Ardi Ansyah,5,2022-02-16 14:28:41,Sangat bermanfaat
ARYA OFFICIAL 2221,5,2022-02-16 14:28:38,"Mantep ,, aplikasi nya 😎👍"
Wahyu Widodo,5,2022-02-16 14:28:27,Baik
Malik Oke,5,2022-02-16 14:19:58,Ok
IIE SUWONDO,5,2022-02-16 14:18:26,Mantap Josss
Adit Diyan,5,2022-02-16 14:18:22,👍
muhamad Marcellino,1,2022-02-16 14:17:51,"Sumpah apk ini ngeselin. Belum lagi pas nunggu kode verifikasi dan aktifkan lokasi, itu saat² paling membuat emosi. Apalagi pas mau ngunduh sertifikat vaksin, sumpah ngeselin. Mana disuruh buktiin kita bukan robot pake tes reCAPTCHA banyak banget lagi, eh pas dah selesai disuruh ulang lagi besok. kan kesel"
Junimrah Mps,4,2022-02-16 14:17:10,ok
reno wardoyo,4,2022-02-16 14:14:37,Baik lancar cepat 🙏
Edi Sar,5,2022-02-16 14:12:08,Good
Elis Somantri94,1,2022-02-16 14:10:37,Smoga aplikasi nya akurat dan mmbantu ...kasih bintang nya satu dulu ..nanti kasih 5 kalo menyenangkan
Kanzaz Manuk,4,2022-02-16 14:10:23,Aku beri bintang 4 karna aku baru masuk di aplikasi ini .
Baginda Alihasan,3,2022-02-16 14:10:04,Mantap
A.Samin Sihotang,5,2022-02-16 14:08:59,Sangat baik.
OWNY chanel,1,2022-02-16 14:06:23,"Aplikasi yang sangat buruk, gini kok di agung agungkan mencegah covid, aduh biyuuung kepriwek 😡"
Rika Indriani,5,2022-02-16 13:57:44,"Peduli lindungi sangat membantu sekali, terimakasih sertivikat nya cpt bgt lgsg kluar."
jetro silitonga,5,2022-02-16 13:56:39,PoppyDharsono
fitrah tarigan,2,2022-02-16 13:51:13,Aduh sertifikat saya kok ga bisa ya
eny Lestari,5,2022-02-16 13:47:53,Good
Ady Herdianto,1,2022-02-16 13:47:49,Woy serrifikat vaksin ke 3 mana cok
Riadi Putra,5,2022-02-16 13:46:57,👌
Lisdya Wati,5,2022-02-16 13:43:17,is the best
HI- MAN,5,2022-02-16 13:42:00,Okeeeeeeeeeeeee Brooooooooo
awan _naaax12,5,2022-02-16 13:39:55,Good
Urip Saripin Saripin,5,2022-02-16 13:39:50,Oke sangat membantu
seantanu Dimas,5,2022-02-16 13:39:24,Top
